5e-05	1.00002000007e-05	4.34305339394e-05
0.0001	1.00001999973e-05	4.3430533925e-05
0.00015	1.0000199994e-05	4.34305339105e-05
0.0002	1.00001999907e-05	4.3430533896e-05
0.00025	1.00001999873e-05	4.34305338816e-05
0.0003	1.0000199984e-05	4.34305338671e-05
0.00035	1.00001999807e-05	4.34305338526e-05
0.0004	1.00001999773e-05	4.34305338382e-05
0.00045	1.0000199974e-05	4.34305338237e-05
0.0005	1.00001999706e-05	4.34305338092e-05
0.00055	1.00001999673e-05	4.34305337948e-05
0.0006	1.0000199964e-05	4.34305337803e-05
0.00065	1.00001999606e-05	4.34305337659e-05
0.0007	1.00001999573e-05	4.34305337514e-05
0.00075	1.0000199954e-05	4.34305337369e-05
0.0008	1.00001999506e-05	4.34305337225e-05
0.00085	1.00001999473e-05	4.34305337075e-05
0.0009	1.00001999439e-05	4.3430533693e-05
0.00095	1.00001999406e-05	4.34305336786e-05
0.001	1.00001999373e-05	4.34305336641e-05
0.00105	1.00001999339e-05	4.34305336496e-05
0.0011	1.00001999306e-05	4.34305336352e-05
0.00115	1.00001999272e-05	4.34305336207e-05
0.0012	1.00001999239e-05	4.34305336063e-05
0.00125	1.00001999206e-05	4.34305335918e-05
0.0013	1.00001999172e-05	4.34305335773e-05
0.00135	1.00001999139e-05	4.34305335629e-05
0.0014	1.00001999105e-05	4.34305335479e-05
0.00145	1.00001999072e-05	4.34305335334e-05
0.0015	1.00001999038e-05	4.3430533519e-05
0.00155	1.00001999005e-05	4.34305335045e-05
0.0016	1.00001998972e-05	4.343053349e-05
0.00165	1.00001998938e-05	4.34305334756e-05
0.0017	1.00001998905e-05	4.34305334611e-05
0.00175	1.00001998871e-05	4.34305334467e-05
0.0018	1.00001998838e-05	4.34305334317e-05
0.00185	1.00001998804e-05	4.34305334172e-05
0.0019	1.00001998771e-05	4.34305334028e-05
0.00195	1.00001998737e-05	4.34305333883e-05
0.002	1.00001998704e-05	4.34305333738e-05
0.00205	1.0000199867e-05	4.34305333594e-05
0.0021	1.00001998637e-05	4.34305333449e-05
0.00215	1.00001998604e-05	4.343053333e-05
0.0022	1.0000199857e-05	4.34305333155e-05
0.00225	1.00001998537e-05	4.3430533301e-05
0.0023	1.00001998503e-05	4.34305332866e-05
0.00235	1.0000199847e-05	4.34305332721e-05
0.0024	1.00001998436e-05	4.34305332576e-05
0.00245	1.00001998403e-05	4.34305332427e-05
0.0025	1.00001998369e-05	4.34305332282e-05
